code,num
C1072,694.7801819
C1128,1038.351501
C1456,634.494751
C1840,588.4597168
C1332,1295.525146
C1563,1780.753662
C1794,1020.270203
C1640,445.1983795
C1377,342.4346619
C2072,273.1764221
C1472,491.0407715
C1006,150.8862762
C1083,411.447998
C1311,284.681427
C2676,196.1713562
C2318,225.4648438
C1603,548.1404419
C2523,351.214447
C2177,175.1251068
C2411,633.6715088
C2033,184.6863098
C1604,458.8058167
C2535,473.5118408
C1040,367.5648499
C2417,489.1630859
C1812,113.9888039
C2253,141.5486679
C1294,518.8132935
C1772,541.3217773
C2646,488.5995178
C1152,865.0492554
C2423,118.0630646
C1844,512.1417236
C1318,249.7263489
C1729,98.69681549
C1602,317.5041504
C1239,359.5979004
C1721,617.7633057
C1902,888.8441162
C1855,337.5164185
C2600,459.697937
C1071,563.7093506
C2295,452.4074402
C1621,625.5258179
C1852,796.0786743
C2555,1332.020508
C1297,450.5123596
C2323,601.6430664
C2215,362.643158
C2112,328.3235168
C1830,818.1217651
C2602,247.8031006
C2608,964.4086304
C1215,567.5673218
C2369,605.6598511
C1158,296.8794556
C1887,533.3562622
C1189,254.8302612
C1637,491.2372131
C1225,167.8414917
C2374,307.4928589
C2397,609.9055786
C1105,845.9961548
C1782,470.012085
C1629,147.0765839
C1708,298.2839661
C2144,557.9145508
C1617,623.6056519
C1149,544.5435181
C1323,362.75177
C1064,633.4627075
C1019,281.082428
C2269,598.031311
C1416,862.8366699
C1250,757.7973633
C1741,454.348053
C1016,718.84021
C2675,1041.381348
C2436,710.9919739
C2039,845.3139038
C1253,842.7215576
C2028,1307.961182
C1166,351.157074
C1135,234.7053528
C1216,296.1333008
C1593,226.7293472
C1826,244.1761322
C1827,490.7523499
C1564,330.348053
C1495,844.4680176
C2653,864.5092773
C1392,615.6132202
C2128,298.6497803
C1282,650.4649658
C1521,1110.20752
C2076,1114.945068
C1060,595.9694824
C2473,828.0987549
C2557,781.9517822
C1835,938.4158936
C2224,696.0419922
C2222,368.6154175
C2430,787.0622559
C2497,683.5686646
C1494,1100.678711
C1457,572.5984497
C1525,978.3991394
C1712,605.9022217
C2267,989.9753418
C1623,315.9217529
C2131,565.0005493
C2691,1145.730225
C1147,804.395752
C1692,909.8327637
C1570,784.6915894
C1474,102.6005402
C1633,121.9126587
C2113,527.1109009
C2175,799.6091309
C2303,1504.673706
C2547,573.4837646
C2292,760.5154419
C1496,770.0291138
C1289,385.8118591
C1849,705.7991943
C1003,254.0421753
C2268,435.1264496
C2551,510.0046082
C2688,68.90445328
C1030,58.14038849
C1327,91.78102875
C2451,519.5460815
C1749,544.746521
C1349,271.9405518
C2043,258.139801
C1229,280.5424194
C2363,459.2789917
C1414,507.9004211
C2174,482.008606
C2091,78.27423096
C2335,692.4053955
C1841,97.01429749
C2404,109.0084686
C1683,243.0110626
C1038,334.6892395
C2456,206.7176208
C1266,372.9825745
C2152,69.63117218
C1267,348.4108785
C2189,184.4771881
