code,num
C1072,705.8377991
C1128,1056.515442
C1456,568.6324463
C1840,570.8023682
C1332,1354.01709
C1563,1994.473572
C1794,1003.506042
C1640,458.8815918
C1377,357.7799988
C2072,286.7304993
C1472,509.921875
C1006,145.7851791
C1083,435.0856628
C1311,294.0415344
C2676,183.6978607
C2318,261.3887329
C1603,524.8685913
C2523,358.1535645
C2177,191.5888977
C2411,658.9813843
C2033,177.9990158
C1604,536.7167969
C2535,514.2819824
C1040,447.8891296
C2417,543.4343262
C1812,132.4179077
C2253,139.8717575
C1294,525.0806274
C1772,529.8400269
C2646,490.7199097
C1152,863.9811401
C2423,131.390152
C1844,538.2302856
C1318,260.0253296
C1729,90.18719482
C1602,301.2251892
C1239,337.9815979
C1721,625.3423462
C1902,853.8216553
C1855,342.1927185
C2600,474.4224243
C1071,534.3640137
C2295,437.7763367
C1621,618.0491943
C1852,773.1217651
C2555,1291.886963
C1297,461.2398987
C2323,590.1177368
C2215,347.1700745
C2112,339.9115906
C1830,793.7728882
C2602,253.4249573
C2608,993.9030151
C1215,605.0206299
C2369,534.3637695
C1158,291.7202454
C1887,516.3120117
C1189,261.0814209
C1637,511.1990662
C1225,160.4022217
C2374,294.898407
C2397,630.8842773
C1105,857.3930054
C1782,488.5850525
C1629,151.7363739
C1708,307.0029907
C2144,511.9087524
C1617,747.9759521
C1149,556.7358398
C1323,345.548584
C1064,608.2564697
C1019,284.2554016
C2269,620.1072388
C1416,789.9232788
C1250,742.9060669
C1741,475.0098572
C1016,730.6331177
C2675,979.9835205
C2436,743.0660095
C2039,797.4391479
C1253,834.3415527
C2028,1221.129883
C1166,321.6127014
C1135,249.8437958
C1216,317.4732666
C1593,224.5970535
C1826,229.5924835
C1827,494.6723633
C1564,307.1747437
C1495,861.5216675
C2653,866.3341675
C1392,541.3446655
C2128,302.6828613
C1282,650.1803589
C1521,1135.478638
C2076,1077.265137
C1060,621.9532471
C2473,907.536499
C2557,793.8009644
C1835,891.6941833
C2224,732.7936401
C2222,373.2413025
C2430,760.3637695
C2497,647.611145
C1494,1151.218872
C1457,618.2994385
C1525,999.87677
C1712,547.9785767
C2267,1006.745239
C1623,299.4042053
C2131,575.5031738
C2691,1052.590942
C1147,783.3635864
C1692,811.5513916
C1570,783.0055542
C1474,128.5879517
C1633,136.6398315
C2113,531.6219482
C2175,815.7078857
C2303,1517.985962
C2547,563.6390991
C2292,757.3180542
C1496,810.5050659
C1289,394.881897
C1849,708.6959229
C1003,306.8406067
C2268,428.5225525
C2551,526.7232666
C2688,77.8234787
C1030,32.37195587
C1327,121.4003983
C2451,502.4760132
C1749,537.0414429
C1349,251.8220825
C2043,247.5560913
C1229,264.6031799
C2363,432.161499
C1414,480.484436
C2174,528.40802
C2091,84.10566966
C2335,575.406189
C1841,73.08956146
C2404,133.031662
C1683,238.5115204
C1038,362.1902161
C2456,190.8280029
C1266,372.0939331
C2152,45.48848343
C1267,370.6479187
C2189,215.6850281
