code,num
C1072,705.3027637
C1128,1073.942363
C1456,620.5939553
C1840,533.4496957
C1332,1108.496839
C1563,2153.085904
C1794,977.7457259
C1640,455.7744044
C1377,374.1248405
C2072,237.6922945
C1472,435.5790944
C1006,105.7579129
C1083,457.0970987
C1311,272.5356973
C2676,8.14008811
C2318,136.7494268
C1603,571.9318318
C2523,404.7096308
C2177,151.9373868
C2411,671.170141
C2033,207.0729405
C1604,463.2719774
C2535,379.561208
C1040,430.4197746
C2417,425.5219517
C1812,141.322778
C2253,158.5200041
C1294,545.2480906
C1772,436.3886059
C2646,395.411025
C1152,844.0100251
C2423,117.9469442
C1844,460.7010502
C1318,199.4800385
C1729,88.08767518
C1602,338.1155346
C1239,392.9250716
C1721,568.9997207
C1902,886.3481133
C1855,329.9557934
C2600,399.7351752
C1071,495.2293198
C2295,472.9545138
C1621,554.8068012
C1852,818.8391044
C2555,1114.768544
C1297,447.6390495
C2323,558.8095827
C2215,360.8340405
C2112,310.3511166
C1830,839.5399966
C2602,236.7582628
C2608,1033.678471
C1215,585.5281802
C2369,555.414556
C1158,248.8624403
C1887,634.6294971
C1189,253.1255331
C1637,433.8205952
C1225,173.6703996
C2374,314.9450709
C2397,520.469162
C1105,866.5039771
C1782,436.8946322
C1629,142.4264831
C1708,261.5980317
C2144,497.2100092
C1617,798.7264884
C1149,524.9146695
C1323,388.8216388
C1064,721.8299115
C1019,234.3014361
C2269,555.9735651
C1416,837.0427185
C1250,930.0658018
C1741,425.0782835
C1016,695.9177532
C2675,1081.149696
C2436,694.5196012
C2039,929.008398
C1253,872.5750169
C2028,1109.966262
C1166,312.6915832
C1135,238.7715599
C1216,292.119997
C1593,216.8811295
C1826,178.6830846
C1827,424.0221416
C1564,295.3860566
C1495,969.5506015
C2653,925.9776903
C1392,634.289402
C2128,247.6403346
C1282,614.5168724
C1521,1114.598975
C2076,966.3364143
C1060,602.2936717
C2473,930.9392895
C2557,712.6563041
C1835,846.4771174
C2224,527.3153136
C2222,357.8018017
C2430,825.1546819
C2497,709.5361793
C1494,1135.641654
C1457,606.3063579
C1525,1030.75369
C1712,581.2627182
C2267,988.8621125
C1623,274.0197637
C2131,495.6901976
C2691,1224.305674
C1147,804.1549675
C1692,858.4569933
C1570,805.2511232
C1474,119.1679997
C1633,25.97405259
C2113,517.0543624
C2175,904.9333788
C2303,1584.297819
C2547,603.8643525
C2292,746.6099074
C1496,774.9435648
C1289,363.8902684
C1849,703.1739365
C1003,259.4743289
C2268,463.6929379
C2551,580.164298
C2688,135.8627235
C1030,65.71859163
C1327,38.61331053
C2451,517.7646971
C1749,560.1708643
C1349,285.5721415
C2043,241.744063
C1229,241.794089
C2363,460.3763482
C1414,509.2629054
C2174,500.7764452
C2091,94.3599611
C2335,686.9491197
C1841,93.612318
C2404,102.4828589
C1683,206.7471919
C1038,315.4860875
C2456,205.8778268
C1266,397.0444004
C2152,68.22710016
C1267,283.6629574
C2189,161.0568496
