code,num
C1072,703.3027637
C1128,1071.942363
C1456,618.5939553
C1840,531.4496957
C1332,1106.496839
C1563,2151.085904
C1794,975.7457259
C1640,453.7744044
C1377,372.1248405
C2072,235.6922945
C1472,433.5790944
C1006,103.7579129
C1083,455.0970987
C1311,270.5356973
C2676,6.14008811
C2318,134.7494268
C1603,569.9318318
C2523,402.7096308
C2177,149.9373868
C2411,669.170141
C2033,205.0729405
C1604,461.2719774
C2535,377.561208
C1040,428.4197746
C2417,423.5219517
C1812,139.322778
C2253,156.5200041
C1294,543.2480906
C1772,434.3886059
C2646,393.411025
C1152,842.0100251
C2423,115.9469442
C1844,458.7010502
C1318,197.4800385
C1729,86.08767518
C1602,336.1155346
C1239,390.9250716
C1721,566.9997207
C1902,884.3481133
C1855,327.9557934
C2600,397.7351752
C1071,493.2293198
C2295,470.9545138
C1621,552.8068012
C1852,816.8391044
C2555,1112.768544
C1297,445.6390495
C2323,556.8095827
C2215,358.8340405
C2112,308.3511166
C1830,837.5399966
C2602,234.7582628
C2608,1031.678471
C1215,583.5281802
C2369,553.414556
C1158,246.8624403
C1887,632.6294971
C1189,251.1255331
C1637,431.8205952
C1225,171.6703996
C2374,312.9450709
C2397,518.469162
C1105,864.5039771
C1782,434.8946322
C1629,140.4264831
C1708,259.5980317
C2144,495.2100092
C1617,796.7264884
C1149,522.9146695
C1323,386.8216388
C1064,719.8299115
C1019,232.3014361
C2269,553.9735651
C1416,835.0427185
C1250,928.0658018
C1741,423.0782835
C1016,693.9177532
C2675,1079.149696
C2436,692.5196012
C2039,927.008398
C1253,870.5750169
C2028,1107.966262
C1166,310.6915832
C1135,236.7715599
C1216,290.119997
C1593,214.8811295
C1826,176.6830846
C1827,422.0221416
C1564,293.3860566
C1495,967.5506015
C2653,923.9776903
C1392,632.289402
C2128,245.6403346
C1282,612.5168724
C1521,1112.598975
C2076,964.3364143
C1060,600.2936717
C2473,928.9392895
C2557,710.6563041
C1835,844.4771174
C2224,525.3153136
C2222,355.8018017
C2430,823.1546819
C2497,707.5361793
C1494,1133.641654
C1457,604.3063579
C1525,1028.75369
C1712,579.2627182
C2267,986.8621125
C1623,272.0197637
C2131,493.6901976
C2691,1222.305674
C1147,802.1549675
C1692,856.4569933
C1570,803.2511232
C1474,117.1679997
C1633,23.97405259
C2113,515.0543624
C2175,902.9333788
C2303,1582.297819
C2547,601.8643525
C2292,744.6099074
C1496,772.9435648
C1289,361.8902684
C1849,701.1739365
C1003,257.4743289
C2268,461.6929379
C2551,578.164298
C2688,133.8627235
C1030,63.71859163
C1327,36.61331053
C2451,515.7646971
C1749,558.1708643
C1349,283.5721415
C2043,239.744063
C1229,239.794089
C2363,458.3763482
C1414,507.2629054
C2174,498.7764452
C2091,92.3599611
C2335,684.9491197
C1841,91.612318
C2404,100.4828589
C1683,204.7471919
C1038,313.4860875
C2456,203.8778268
C1266,395.0444004
C2152,66.22710016
C1267,281.6629574
C2189,159.0568496
