code,num
C1072,694.6673017
C1128,1063.306901
C1456,609.9584933
C1840,522.8142337
C1332,1097.861377
C1563,2142.450442
C1794,967.1102639
C1640,445.1389424
C1377,363.4893785
C2072,227.0568325
C1472,424.9436324
C1006,95.12245094
C1083,446.4616367
C1311,261.9002353
C2676,-2.495373888
C2318,126.1139648
C1603,561.2963698
C2523,394.0741688
C2177,141.3019248
C2411,660.534679
C2033,196.4374785
C1604,452.6365154
C2535,368.925746
C1040,419.7843126
C2417,414.8864897
C1812,130.687316
C2253,147.8845421
C1294,534.6126286
C1772,425.7531439
C2646,384.775563
C1152,833.3745631
C2423,107.3114822
C1844,450.0655882
C1318,188.8445765
C1729,77.45221318
C1602,327.4800726
C1239,382.2896096
C1721,558.3642587
C1902,875.7126513
C1855,319.3203314
C2600,389.0997132
C1071,484.5938578
C2295,462.3190518
C1621,544.1713392
C1852,808.2036424
C2555,1104.133082
C1297,437.0035875
C2323,548.1741207
C2215,350.1985785
C2112,299.7156546
C1830,828.9045346
C2602,226.1228008
C2608,1023.043009
C1215,574.8927182
C2369,544.779094
C1158,238.2269783
C1887,623.9940351
C1189,242.4900711
C1637,423.1851332
C1225,163.0349376
C2374,304.3096089
C2397,509.8337
C1105,855.8685151
C1782,426.2591702
C1629,131.7910211
C1708,250.9625697
C2144,486.5745472
C1617,788.0910264
C1149,514.2792075
C1323,378.1861768
C1064,711.1944495
C1019,223.6659741
C2269,545.3381031
C1416,826.4072565
C1250,919.4303398
C1741,414.4428215
C1016,685.2822912
C2675,1070.514234
C2436,683.8841392
C2039,918.372936
C1253,861.9395549
C2028,1099.3308
C1166,302.0561212
C1135,228.1360979
C1216,281.484535
C1593,206.2456675
C1826,168.0476226
C1827,413.3866796
C1564,284.7505946
C1495,958.9151395
C2653,915.3422283
C1392,623.65394
C2128,237.0048726
C1282,603.8814104
C1521,1103.963513
C2076,955.7009523
C1060,591.6582097
C2473,920.3038275
C2557,702.0208421
C1835,835.8416554
C2224,516.6798516
C2222,347.1663397
C2430,814.5192199
C2497,698.9007173
C1494,1125.006192
C1457,595.6708959
C1525,1020.118228
C1712,570.6272562
C2267,978.2266505
C1623,263.3843017
C2131,485.0547356
C2691,1213.670212
C1147,793.5195055
C1692,847.8215313
C1570,794.6156612
C1474,108.5325377
C1633,15.33859059
C2113,506.4189004
C2175,894.2979168
C2303,1573.662357
C2547,593.2288905
C2292,735.9744454
C1496,764.3081028
C1289,353.2548064
C1849,692.5384745
C1003,248.8388669
C2268,453.0574759
C2551,569.528836
C2688,125.2272615
C1030,55.08312963
C1327,27.97784853
C2451,507.1292351
C1749,549.5354023
C1349,274.9366795
C2043,231.108601
C1229,231.158627
C2363,449.7408862
C1414,498.6274434
C2174,490.1409832
C2091,83.72449912
C2335,676.3136577
C1841,82.97685603
C2404,91.84739689
C1683,196.1117299
C1038,304.8506255
C2456,195.2423648
C1266,386.4089384
C2152,57.59163816
C1267,273.0274954
C2189,150.4213876
