code,num
C1072,684.4199829
C1128,1020.738464
C1456,589.3040161
C1840,553.6717529
C1332,1234.178467
C1563,1662.678284
C1794,1026.013672
C1640,425.3157196
C1377,341.8766022
C2072,264.9113464
C1472,483.1764832
C1006,161.1721649
C1083,419.4480286
C1311,278.129364
C2676,205.658844
C2318,275.4338989
C1603,528.8323975
C2523,357.8269958
C2177,181.4178925
C2411,704.6289673
C2033,224.9584427
C1604,475.5631104
C2535,447.7358398
C1040,412.4585571
C2417,478.3427429
C1812,141.532402
C2253,144.7579346
C1294,499.2535706
C1772,503.8197632
C2646,460.6618042
C1152,908.3625488
C2423,130.5828094
C1844,479.9787903
C1318,268.2651062
C1729,98.3020401
C1602,300.4394226
C1239,391.3094482
C1721,602.1575317
C1902,862.7954102
C1855,336.7775879
C2600,475.8232727
C1071,505.4020386
C2295,391.9656067
C1621,579.5831299
C1852,810.9489441
C2555,1241.408447
C1297,445.681366
C2323,574.7766113
C2215,367.678009
C2112,343.604126
C1830,796.9807129
C2602,250.1665192
C2608,1010.339111
C1215,587.9050903
C2369,530.0727539
C1158,292.7305603
C1887,555.7006226
C1189,300.7631531
C1637,495.3858337
C1225,173.0669556
C2374,323.8467102
C2397,569.1789551
C1105,863.6270752
C1782,460.9900513
C1629,147.8503418
C1708,322.577301
C2144,537.9017334
C1617,762.8862915
C1149,540.0524292
C1323,399.337738
C1064,660.3255005
C1019,280.7380371
C2269,583.8889771
C1416,805.4547729
C1250,815.3876343
C1741,425.779541
C1016,725.6897583
C2675,989.3310547
C2436,710.2957764
C2039,843.5966187
C1253,809.7558594
C2028,1274.77356
C1166,323.1422729
C1135,245.9043579
C1216,299.868042
C1593,228.3550873
C1826,250.5252686
C1827,440.7276917
C1564,308.887085
C1495,871.8092651
C2653,856.6489258
C1392,594.4425659
C2128,300.2578125
C1282,639.1583862
C1521,1098.471069
C2076,1071.546387
C1060,597.0901184
C2473,847.5982056
C2557,768.7247314
C1835,891.8819275
C2224,712.4686279
C2222,365.5771484
C2430,756.4771118
C2497,669.7773438
C1494,1107.346191
C1457,612.1780396
C1525,1037.520081
C1712,546.8568726
C2267,975.6745605
C1623,288.0984192
C2131,555.2796631
C2691,1103.880127
C1147,783.7887878
C1692,849.6018677
C1570,760.498291
C1474,118.2948074
C1633,148.5634766
C2113,522.5870056
C2175,863.6798096
C2303,1435.758789
C2547,564.8666382
C2292,760.2208252
C1496,744.6713867
C1289,389.3708801
C1849,685.6426086
C1003,292.7881165
C2268,445.3974304
C2551,518.8741455
C2688,90.85190964
C1030,71.28661346
C1327,113.8104401
C2451,497.415863
C1749,554.9909668
C1349,259.1876526
C2043,265.8638916
C1229,268.312439
C2363,458.9483643
C1414,489.9379578
C2174,512.6365967
C2091,98.54190063
C2335,630.1716309
C1841,83.5176239
C2404,109.3503189
C1683,248.4791718
C1038,316.550293
C2456,231.2061462
C1266,381.6437378
C2152,74.79017639
C1267,352.844574
C2189,227.5298615
